-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,975,975,975,975,897,975,977,975,229,975,975,975,228,975,975,975,227,975,975,975,228,975,975,975,228,304,975,976,981,975,980,975,975,-1,-1,-1,-1
-1,-1,-1,591,1416,1329,1329,1329,1330,589,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,-1,-1,-1,-1
-1,-1,-1,591,1406,511,512,512,512,946,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1641,1641,1729,821,821,821,-1,-1,-1,-1
-1,-1,-1,591,1406,667,668,668,668,668,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,1806,1641,1642,821,220,-1,-1,-1
-1,-1,-1,591,1494,1329,1329,1329,1329,1329,353,353,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,353,353,353,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,353,353,353,821,821,821,821,821,821,824,-1,-1,-1
-1,-1,-1,948,512,512,512,512,512,512,353,353,975,975,195,975,195,975,975,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,379,-1,-1,-1
-1,-1,-1,590,590,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1053,1053,1053,1053,1053,1059,-1,-1,-1,-1
-1,-1,-1,590,590,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1131,1056,1056,1209,1132,1137,-1,-1,-1,-1
-1,-1,-1,1058,1053,1053,976,353,353,977,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1131,1056,1209,1082,1209,1215,1081,-1,-1,-1
-1,-1,-1,1058,1053,1132,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,506,584,584,353,353,975,-1073741137,-1073741137,-1073741137,975,975,975,975,-1,-1
-1,-1,-1,1058,1053,1056,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,975,978,975,353,589,590,590,-1,-1
-1,-1,-1,1058,1056,1056,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,870,705,705,869,590,590,-1,-1
-1,-1,-1,1136,1056,1053,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,667,668,668,-1,-1
-1,-1,-1,1136,1209,1209,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,1214,1209,1209,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,1214,1209,1209,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,975,975,975,975,975,975,-1,-1
-1,-1,975,975,975,229,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,590,590,590,590,950,668,668,669,356,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,590,590,590,590,591,356,356,356,356,353,353,584,506,584,506,584,585,584,584,507,584,507,584,353,353,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,590,590,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,353,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,-1,-1,-1,-1
-1,-1,-1,-1,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1056,-1,-1,-1
